"Reported Date","Suburb - Incident","Postcode - Incident","Offence Level 1 Description","Offence Level 2 Description","Offence Level 3 Description","Offence count"
"03/09/2022","POORAKA","5095","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","Other unlawful entry with intent","2"
"03/09/2022","POORAKA","5095","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"03/09/2022","PORT AUGUSTA","5700","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","1"
"03/09/2022","PORT AUGUSTA","5700","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"03/09/2022","PORT AUGUSTA","5700","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","2"
"03/09/2022","PORT AUGUSTA","5700","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft/Illegal Use of MV","1"
"03/09/2022","PORT AUGUSTA","5700","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Common Assault","3"
"03/09/2022","PORT AUGUSTA","5700","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","3"
"03/09/2022","PORT AUGUSTA","5700","OFFENCES AGAINST THE PERSON","OTHER OFFENCES AGAINST THE PERSON","Abduction, harassment and other offences","1"
"03/09/2022","PORT AUGUSTA","5700","OFFENCES AGAINST THE PERSON","ROBBERY AND RELATED OFFENCES","Aggravated robbery","1"
"03/09/2022","PORT AUGUSTA WEST","5700","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"03/09/2022","PORT AUGUSTA WEST","5700","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault resulting in injury","1"
"03/09/2022","PORT LINCOLN","5606","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"03/09/2022","PORT LINCOLN","5606","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"03/09/2022","PORT LINCOLN","5606","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"03/09/2022","PORT PIRIE WEST","5540","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"03/09/2022","PROSPECT","5082","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Non Residence","1"
"03/09/2022","PROSPECT","5082","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"03/09/2022","PROSPECT","5082","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","2"
"03/09/2022","PUKATJA","0872","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Property damage by fire or explosion","1"
"03/09/2022","REGENCY PARK","5010","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"03/09/2022","ROSTREVOR","5073","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft/Illegal Use of MV","1"
"03/09/2022","ROXBY DOWNS","5725","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","1"
"03/09/2022","ROYAL PARK","5014","OFFENCES AGAINST THE PERSON","ROBBERY AND RELATED OFFENCES","Blackmail and extortion","1"
"03/09/2022","SALISBURY","5108","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"03/09/2022","SALISBURY NORTH","5108","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","2"
"03/09/2022","SALISBURY NORTH","5108","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault resulting in injury","1"
"03/09/2022","SEATON","5023","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Common Assault","1"
"03/09/2022","SEFTON PARK","5083","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","2"
"03/09/2022","SEMAPHORE PARK","5019","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"03/09/2022","SHEIDOW PARK","5158","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"03/09/2022","SMITHFIELD","5114","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","2"
"03/09/2022","SMITHFIELD PLAINS","5114","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","Other unlawful entry with intent","1"
"03/09/2022","SMITHFIELD PLAINS","5114","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"03/09/2022","SMITHFIELD PLAINS","5114","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"03/09/2022","SMITHFIELD PLAINS","5114","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Receive or handle proceeds of crime","1"
"03/09/2022","SOLOMONTOWN","5540","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","2"
"03/09/2022","SOLOMONTOWN","5540","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"03/09/2022","SOMERTON PARK","5044","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault resulting in injury","1"
"03/09/2022","ST CLAIR","5011","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"03/09/2022","ST CLAIR","5011","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"03/09/2022","ST PETERS","5069","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"03/09/2022","SURREY DOWNS","5126","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"03/09/2022","TAILEM BEND","5260","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"03/09/2022","TAPEROO","5017","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Common Assault","1"
"03/09/2022","TORRENSVILLE","5031","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"03/09/2022","TWO WELLS","5501","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Property damage by fire or explosion","1"
"03/09/2022","UNDERDALE","5032","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"03/09/2022","UNDERDALE","5032","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"03/09/2022","VALLEY VIEW","5093","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"03/09/2022","VALLEY VIEW","5093","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft/Illegal Use of MV","1"
"03/09/2022","VALLEY VIEW","5093","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Common Assault","1"
"03/09/2022","WAIKERIE","5330","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"03/09/2022","WAIKERIE","5330","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Assault police","1"
"03/09/2022","WAYVILLE","5034","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","2"
"03/09/2022","WAYVILLE","5034","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Common Assault","2"
"03/09/2022","WEST BEACH","5024","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"03/09/2022","WESTBOURNE PARK","5041","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"03/09/2022","WEST LAKES","5021","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"03/09/2022","WEST LAKES","5021","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Non Residence","1"
"03/09/2022","WEST LAKES","5021","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","2"
"03/09/2022","WHITE HILL","5254","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"03/09/2022","WHYALLA","5600","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","2"
"03/09/2022","WHYALLA","5600","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Non Residence","1"
"03/09/2022","WHYALLA","5600","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault resulting in injury","1"
"03/09/2022","WHYALLA NORRIE","5608","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"03/09/2022","WHYALLA NORRIE","5608","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"03/09/2022","WHYALLA NORRIE","5608","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"03/09/2022","WHYALLA STUART","5608","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"03/09/2022","WHYALLA STUART","5608","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","Other unlawful entry with intent","1"
"03/09/2022","WHYALLA STUART","5608","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"03/09/2022","WHYALLA STUART","5608","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"03/09/2022","WHYALLA STUART","5608","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","2"
"03/09/2022","WHYALLA STUART","5608","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault resulting in injury","1"
"03/09/2022","WILLIAMSTOWN","5351","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Other fraud, deception and related offences","2"
"03/09/2022","WINDSOR GARDENS","5087","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"03/09/2022","WINTINNA","5723","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"03/09/2022","WINTINNA","5723","OFFENCES AGAINST THE PERSON","OTHER OFFENCES AGAINST THE PERSON","Dangerous or negligent acts","1"
"03/09/2022","WOODCROFT","5162","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault resulting in injury","1"
"03/09/2022","WOODVILLE NORTH","5012","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"03/09/2022","WOODVILLE NORTH","5012","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"03/09/2022","WOODVILLE SOUTH","5011","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","2"
"03/09/2022","WOODVILLE SOUTH","5011","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"03/09/2022","WOODVILLE WEST","5011","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"03/09/2022","WOODVILLE WEST","5011","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft/Illegal Use of MV","1"
"03/09/2022","","","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","3"
"04/09/2022","ADELAIDE","5000","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","ADELAIDE","5000","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","3"
"04/09/2022","ADELAIDE","5000","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Receive or handle proceeds of crime","1"
"04/09/2022","ADELAIDE","5000","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"04/09/2022","ADELAIDE","5000","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft/Illegal Use of MV","2"
"04/09/2022","ADELAIDE","5000","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Assault police","1"
"04/09/2022","ADELAIDE","5000","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Common Assault","6"
"04/09/2022","ADELAIDE","5000","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","3"
"04/09/2022","ADELAIDE","5000","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault resulting in injury","1"
"04/09/2022","ADELAIDE","5000","OFFENCES AGAINST THE PERSON","OTHER OFFENCES AGAINST THE PERSON","Threatening behaviour","1"
"04/09/2022","ALBERT PARK","5014","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft/Illegal Use of MV","1"
"04/09/2022","ALDINGA","5173","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","ALDINGA BEACH","5173","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"04/09/2022","AMATA","0872","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","ANDREWS FARM","5114","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","Other unlawful entry with intent","1"
"04/09/2022","ANDREWS FARM","5114","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Non Residence","1"
"04/09/2022","ANDREWS FARM","5114","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"04/09/2022","ANGLE PARK","5010","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","2"
"04/09/2022","ANGLE PARK","5010","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","2"
"04/09/2022","ANGLE VALE","5117","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Non Residence","1"
"04/09/2022","ANGLE VALE","5117","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft/Illegal Use of MV","1"
"04/09/2022","BLAKEVIEW","5114","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"04/09/2022","BOLIVAR","5110","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","4"
"04/09/2022","BORDERTOWN","5268","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","BRIGHTON","5048","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Common Assault","1"
"04/09/2022","BROMPTON","5007","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"04/09/2022","BROMPTON","5007","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"04/09/2022","BROMPTON","5007","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"04/09/2022","BROMPTON","5007","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault resulting in injury","1"
"04/09/2022","BURRUNGULE","5291","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","2"
"04/09/2022","BURTON","5110","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","2"
"04/09/2022","CAMPBELLTOWN","5074","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","CAMPBELLTOWN","5074","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","2"
"04/09/2022","CAMPBELLTOWN","5074","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Receive or handle proceeds of crime","2"
"04/09/2022","CHELTENHAM","5014","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","CHRISTIE DOWNS","5164","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"04/09/2022","CHRISTIES BEACH","5165","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","5"
"04/09/2022","CHRISTIES BEACH","5165","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"04/09/2022","CLARENCE PARK","5034","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft/Illegal Use of MV","1"
"04/09/2022","COOBER PEDY","5723","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"04/09/2022","COOBER PEDY","5723","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"04/09/2022","CRAIGMORE","5114","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Common Assault","1"
"04/09/2022","CRAIGMORE","5114","OFFENCES AGAINST THE PERSON","OTHER OFFENCES AGAINST THE PERSON","Abduction, harassment and other offences","1"
"04/09/2022","CROYDON","5008","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","CROYDON","5008","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"04/09/2022","DAVOREN PARK","5113","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","DERNANCOURT","5075","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"04/09/2022","DEVON PARK","5008","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","EDINBURGH","5111","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","EDINBURGH","5111","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","EDWARDSTOWN","5039","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"04/09/2022","ELIZABETH","5112","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","ELIZABETH","5112","OFFENCES AGAINST THE PERSON","OTHER OFFENCES AGAINST THE PERSON","Abduction, harassment and other offences","1"
"04/09/2022","ELIZABETH PARK","5113","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"04/09/2022","ELIZABETH SOUTH","5112","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"04/09/2022","ELIZABETH SOUTH","5112","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","2"
"04/09/2022","ELIZABETH VALE","5112","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","ELIZABETH VALE","5112","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","2"
"04/09/2022","ELIZABETH VALE","5112","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","ELIZABETH VALE","5112","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"04/09/2022","EVANSTON","5116","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"04/09/2022","EVANSTON PARK","5116","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","FELIXSTOW","5070","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","Other unlawful entry with intent","1"
"04/09/2022","FELIXSTOW","5070","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","FERRYDEN PARK","5010","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"04/09/2022","FINDON","5023","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","2"
"04/09/2022","FULHAM GARDENS","5024","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Residence","1"
"04/09/2022","GEPPS CROSS","5094","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","GLENSIDE","5065","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"04/09/2022","GOOLWA BEACH","5214","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","Other unlawful entry with intent","1"
"04/09/2022","GRANGE","5022","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","2"
"04/09/2022","GRANGE","5022","OFFENCES AGAINST PROPERTY","SERIOUS CRIMINAL TRESPASS","SCT - Non Residence","1"
"04/09/2022","GREENACRES","5086","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","HACKHAM WEST","5163","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"04/09/2022","HAZELWOOD PARK","5066","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","HILLCREST","5086","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"04/09/2022","HILTON","5033","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"04/09/2022","HINDMARSH","5007","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"04/09/2022","HOLDEN HILL","5088","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","INGLE FARM","5098","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","2"
"04/09/2022","KADINA","5554","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"04/09/2022","KILBURN","5084","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Receive or handle proceeds of crime","2"
"04/09/2022","KILBURN","5084","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"04/09/2022","KILBURN","5084","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","2"
"04/09/2022","KILBURN","5084","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"04/09/2022","KILKENNY","5009","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","KILKENNY","5009","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Receive or handle proceeds of crime","1"
"04/09/2022","KILKENNY","5009","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"04/09/2022","KILKENNY","5009","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Assault police","1"
"04/09/2022","KLEMZIG","5087","OFFENCES AGAINST PROPERTY","FRAUD DECEPTION AND RELATED OFFENCES","Obtain benefit by deception","1"
"04/09/2022","KLEMZIG","5087","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"04/09/2022","KURRALTA PARK","5037","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","2"
"04/09/2022","MANNUM","5238","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","MAWSON LAKES","5095","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"04/09/2022","MITCHELL PARK","5043","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","MITCHELL PARK","5043","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","1"
"04/09/2022","MODBURY","5092","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","MODBURY","5092","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from motor vehicle","1"
"04/09/2022","MODBURY","5092","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"04/09/2022","MODBURY NORTH","5092","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Receive or handle proceeds of crime","1"
"04/09/2022","MORPHETT VALE","5162","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","2"
"04/09/2022","MORPHETT VALE","5162","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","2"
"04/09/2022","MORPHETT VALE","5162","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Theft from shop","1"
"04/09/2022","MORPHETT VALE","5162","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Common Assault","1"
"04/09/2022","MORPHETTVILLE","5043","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","MOUNT BARKER","5251","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","1"
"04/09/2022","MOUNT BARKER","5251","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","MOUNT BARKER","5251","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Serious Assault not resulting in injury","2"
"04/09/2022","MOUNT GAMBIER","5290","OFFENCES AGAINST PROPERTY","PROPERTY DAMAGE AND ENVIRONMENTAL","Other property damage and environmental","3"
"04/09/2022","MOUNT GAMBIER","5290","OFFENCES AGAINST PROPERTY","THEFT AND RELATED OFFENCES","Other theft","1"
"04/09/2022","MOUNT GAMBIER","5290","OFFENCES AGAINST THE PERSON","ACTS INTENDED TO CAUSE INJURY","Common Assault","1"
